time;sender;message;receiver
60147.4;FLIGHT;GUIDANCE?;GUIDO
60148.4;GUIDO;We're GO.;FLIGHT
60149.4;FLIGHT;INCO?;INCO
60150.4;INCO;We're GO.;FLIGHT
60151.4;CAPCOM; Okay, Aquarius. We're Go on the circuit breaker configuration as you have it now.;LMP
60153.4;FLIGHT;GO, CAPCOM.;CAPCOM
60156.4;CAPCOM;What about the landing gear?;FLIGHT
60158.4;FLIGHT;They'll come to that in the checklist, apparently.;CAPCOM
60160.4;LMP;Roger.;CAPCOM
60162.4;CAPCOM;Okay.;FLIGHT
60188.4;CAPCOM;And Aquarius, tests in the simulator just showed that if you want to let the,PGNS DAP hold your attitude for you, it will.;CDR
60200.4;CDR; Okay, very well. [Long pause.];CAPCOM
60214.4;CDR;And Jack, because it will take quite a while to get back to the attitude, I,think we ought to think about going there very shortly.;CAPCOM
60221.4;FAO;FLIGHT, FAO. We concur with that.;FLIGHT
60223.4;CAPCOM;Roger. I have a PAD for you.;CDR
60224.4;FLIGHT;We concur.;FAO
60225.4;FLIGHT;FAO concurs.;FAO
60226.4;CAPCOM;I have a P30 maneuver PAD.;CDR
60228.4;FLIGHT;INCO, do you have the OMNI for the burn attitude?;INCO
60230.4;GUIDO;FLIGHT, GUIDANCE, we're in the middle of a LOAD right now.;FLIGHT
60233.4;CDR;Roger - standby.;CAPCOM
60234.4;FLIGHT;Oh. Okay. CAP - what do you mean? You don't want them to maneuver?;GUIDO
60236.4;GUIDO;That's right. Let's hold it.;FLIGHT
60237.4;FLIGHT;CAPCOM, could he hold his maneuver until we finish the LOAD, please?;CAPCOM
60238.4;CDR; [Garbled]...;CAPCOM
60239.4;LMP; Go right ahead, Jack.;CAPCOM
60240.4;LMP;Ready for it, Jack.;CAPCOM
60242.4;CAPCOM;Okay. We want you to hold your maneuver until we finish making the load. We haven't completed it yet. Are you ready to copy P30 maneuver PAD?;LMP
60251.4;LMP; That's affirm.;CAPCOM
60253.4;CAPCOM;Okay, here we go. The purpose is midcourse correction for free-return. NOUN 33:,061:29:42.84. -0021.3, +0004.1, -0031.2. HA and HP are N/A, âˆ†V 0038.0. 0:31.,120, 298. -0021.3, +0004.1, -0031.2. COAS N/A. And I have your LM GDA angles:,pitch 5.86, roll 6.75. Your DPS throttling: 5 seconds at 10%, burn the rest at,40%. Your ullage will be 2 jets for 10 seconds.;LMP
60256.4;CONTROL;FLIGHT, CONTROL.;FLIGHT
60257.4;FLIGHT;Go.;CONTROL
60258.4;CONTROL;MIT recommendation for the maneuver to attitude is to use the TTCA rather than,the auto-maneuver. Hand controller.;FLIGHT
60266.4;FLIGHT;Okay. He's been doing that. We'll give it to him.;CONTROL
60268.4;CONTROL;Okay.;FLIGHT
60361.4;LMP;Okay, Jack. We have a P30 maneuver PAD, a midcourse for free-return. NOUN 33:,061:29:42.84. -0021.3, +004.1, -0031.2. HA and HP N/A, âˆ†VR 0038.0. 0:31. 120,,298. -0021.3, +0004.1, -0031.2. COAS N/A. GDA angles, pitch 5.86, roll 6.75.,DPS throttle 5 seconds at 10%, burn the rest at 40%. And we need a 2-jet, 10,second ullage.;CAPCOM
60395.4;GUIDO;FLIGHT, we're through with the LOAD. They can maneuver.;FLIGHT
60397.4;FLIGHT;Okay.;GUIDO
60400.4;FLIGHT;And you want TTCAs, right? CONTROL? For the maneuver?;CONTROL
60407.4;CONTROL;Go, FLIGHT.;FLIGHT
60408.4;FLIGHT;You want TTCAs for the maneuver, right?;CONTROL
60411.4;CONTROL;To the burn attitude. That's affirm.;FLIGHT
60414.4;CONTROL;That is affirm, FLIGHT.;FLIGHT
60426.4;CAPCOM;That's a good readback, Fred. I'd like to verify, however, in Noun 81, in V<sub>Y</sub>, it's plus three balls 41.;LMP
60439.4;LMP;Okay. NOUN 81, VY is +0004.1.;CAPCOM
60445.4;CAPCOM;Good readback. Let's press on with the checklist.;CDR
60447.4;FLIGHT;CAPCOM, FLIGHT. We're through with the LOADing. He can go ahead with his,maneuver. We recommend he uses TTCA.;CAPCOM
60451.4;CDR; Okay. And, Jack, find out about using TTCA to maneuver with.;CAPCOM
60455.4;FLIGHT;We recommend that, and we're through with the LOAD.;CAPCOM
60456.4;CAPCOM;Okay. We're finished with the computer, it's yours. And we recommend using the,TTCA to maneuver with.;CDR
60465.4;CDR;Roger.;CAPCOM
60466.4;CDR; Roger.;LMP
60467.4;LMP;Okay, I'm back on the checklist, page 6. Jack, under PGNS turn-on and self-test. We've done everything except the self test here on this page. Do you want to do that at this time? [Long pause.];CDR
60471.4;FLIGHT;Okay. Everybody in the room, we're back on the checklist.;ALL
60480.4;FLIGHT;Do we want to -;GUIDO
60481.4;CAPCOM;Are you with us now, on the checklist?;FLIGHT
60482.4;FLIGHT;Do we want to do the self-test? GUIDANCE?;GUIDO
60487.4;GUIDO;FLIGHT, we did check the E-MOD, his E-MEMORY was GO.;FLIGHT
60490.4;FLIGHT;Do you want to do the self-test?;GUIDO
60495.4;FLIGHT;Page 6, Activation.;GUIDO
60497.4;GUIDO;The 2-hour Activation.;FLIGHT
60498.4;FLIGHT;On the 2-hour Activation. Do you want to do the self-test?;GUIDO
60501.4;FAO;FLIGHT, FAO, you'll get behind if you do it.;FLIGHT
60502.4;GUIDO;It's not - it's not required, FLIGHT.;FLIGHT
60504.4;FLIGHT;Negative.;GUIDO
60505.4;CAPCOM;Okay, let's go. Let's get in and -;FLIGHT
60506.4;FLIGHT;Let's go. Let's listen to the loop, and answer their questions.;CAPCOM
60508.4;CAPCOM;Answer up on the checklist.;FLIGHT
60509.4;FLIGHT;Negative, CAPCOM.;CAPCOM
60512.4;CAPCOM;Okay. Aquarius, negative on the PGNS self test. Page 7.;LMP
60520.4;FLIGHT;Page 7.;TELMU
60521.4;LMP;Okay. I'll scratch page 6. And on page 7, we're not going to activate the - or,rather, we've had the S-BAND activated, ECS Activation I have all done. And at,the bottom of the page, the docked IMU coarse align is done.;CAPCOM
60536.4;TELMU;Affirmative.;FLIGHT
60540.4;FLIGHT;Mmhmm.;TELMU
60547.4;CAPCOM;Roger.;LMP
60549.4;CAPCOM;Okay, everybody. We have - we're on page 9 now, right?;ALL
60551.4;FLIGHT;Yup. We scratched the VH - VHF. How about this LGC CMC clock sync T-ephems,there, GUIDANCE?;CAPCOM
60558.4;LMP;We've - Okay, we've also completed, I guess in essence, all of page 8.;CAPCOM
60559.4;GUIDO;We've already taken care of that, FLIGHT.;FLIGHT
60560.4;LMP;We've - okay, we've also completed, I guess in essence, all of page 8.;CAPCOM
60561.4;FLIGHT;Okay, already done.;GUIDO
60566.4;CAPCOM;"That's affirmative, and page 9 to boot. Scratch VHF; we've done the T-ephems.";LMP
60571.4;FAO;FLIGHT, FAO -;FLIGHT
60572.4;FLIGHT;Go.;FAO
60573.4;FAO;- they can pick up at the landing gear deploy at the bottom of 10.;FLIGHT
60576.4;FLIGHT;Okay. Well, let's walk through it one piece at a time.;FAO
60580.4;LMP; Okay. You've updated it, that's right. We cranked in the time. [Pause.];CAPCOM
60584.4;FLIGHT;That's good, Spence, but I don't want to skip anything. Let's just let them go,through it.;FAO
60587.4;CAPCOM;We need that landing gear out?;FLIGHT
60589.4;FLIGHT;Yes. They want it out.;CAPCOM
60595.4;CAPCOM;And we don't want the steerable.;FLIGHT
60596.4;CDR;And, Houston, let's go to activation - or get into page 10 and see what we did there.;CAPCOM
60602.4;CAPCOM;Okay. The only item on page 10 is to deploy the landing gear.;CDR
60607.4;FLIGHT;CONTROL, you want that done, right?;CONTROL
60609.4;CONTROL;Affirmative.;FLIGHT
60610.4;CDR; Okay, we'll do that now.;LMP
60611.4;CDR;Okay. We'll do that now.;CAPCOM
60612.4;FLIGHT;Affirmative.;CAPCOM
60613.4;FLIGHT;Okay. Standby for landing gear.;CONTROL
60644.4;FLIGHT;Okay, let's watch the power when the - landing gear, there, gentlemen.;TELMU
60650.4;TELMU;Okay, power's fine.;FLIGHT
60660.4;TELMU;It looks like landing gear deployed from here, FLIGHT.;FLIGHT
60673.4;LMP;Okay. The landing gear are down and locked, Jack, and looking ahead now at page,11, we've done all of that.;CAPCOM
60681.4;CONTROL;You can scratch that.;TELMU
60686.4;CONTROL;CONTROL concurs.;FLIGHT
60688.4;CAPCOM;We verify that. Page 12.;LMP
60690.4;CAPCOM;How about AGS?;FLIGHT
60692.4;CONTROL;Delete AGS activation and self-test.;FLIGHT
60694.4;FLIGHT;Okay.;CONTROL
60695.4;LMP; Okay, and I assume in amongst all those numbers you pumped up, we got a REFSMMAT and State Vector. Is that correct?;CAPCOM
60702.4;CAPCOM;That's affirmative. You've got that, so you can delete page 12.;LMP
60703.4;FLIGHT;That's correct.;CAPCOM
60705.4;FLIGHT;And a target, right, GUIDANCE?;GUIDO
60707.4;FLIGHT;GUIDANCE, FLIGHT.;GUIDO
60709.4;GUIDO;Go, FLIGHT.;FLIGHT
60710.4;FLIGHT;You got the target loaded also, right?;GUIDO
60711.4;CT; Go Flight. Roger. It's got it. ;CAPCOM
60712.4;GUIDO;Roger. He's got it.;FLIGHT
60714.4;GUIDO;He's got it, FLIGHT.;FLIGHT
60715.4;LMP;Okay, on 13, you've read us up the fine align angles and we've cranked those in.;CAPCOM
60725.4;CAPCOM; Affirmative. [Pause.];LMP
60727.4;CAPCOM;How about you guys keeping ahead, here?;FLIGHT
60731.4;CAPCOM;How about AGS align, FLIGHT?;FLIGHT
60732.4;LMP;Okay, so now we're up to - we've got to do the DAP set, the gimbal/throttle,test.;CAPCOM
60734.4;CONTROL;We don't need that.;CAPCOM
60735.4;FLIGHT;No AGS align.;CAPCOM
60736.4;CONTROL;Recommend we don't do that, FLIGHT. All we'd do is just close the DECA POWER,breaker.;FLIGHT
60737.4;CAPCOM;That's -;LMP
60738.4;CAPCOM; That's - Okay, Aquarius. We recommend omitting the DAP set, gimbal/throttle test - just make sure the gim - DECA Power and DECA Gimbal circuit breakers are closed.;LMP
60740.4;FLIGHT;Okay. You don't want to do the test.;CONTROL
60742.4;CONTROL;Negative.;FLIGHT
60744.4;CAPCOM;Okay, Aquarius. We recommend omitting the DAP set, gimbal/throttle test. Just,make sure the gimbal - DECA POWER and DECA GIMBAL circuit breakers are closed.;LMP
60757.4;LMP;Okay. We're going to proceed now with the DAP set, gimbal/throttle test, is,that correct? Or did you say delete it?;CAPCOM
60764.4;CAPCOM; Aquarius, delete the DAP set, gimbal/throttle test. Just ensure that the DECA Power and the DECA GIMBAL are closed.;LMP
60772.4;CAPCOM;You ready for DPS pressurization and checkout?;CONTROL
60773.4;CDR; Okay. Houston, DECA Power is Open at this time. Do you want me to close it?;CAPCOM
60775.4;GUIDO;FLIGHT, GUIDANCE.;FLIGHT
60778.4;CAPCOM; Affirmative, Jim. Close the DECA Power.;CDR
60779.4;CONTROL;Affirmative.;CAPCOM
60781.4;FLIGHT;Yes.;GUIDO
60782.4;GUIDO;We need to configure the DAP.;FLIGHT
60783.4;FLIGHT;What - what do you need?;GUIDO
60784.4;GUIDO;With what we read on the PAD.;FLIGHT
60785.4;CDR; It's Closed. We deleted that. [Long pause.];LMP
60787.4;FLIGHT;Okay, does he - he doesn't do that, here?;GUIDO
60788.4;GUIDO;Step 2. Step 2.;FLIGHT
60789.4;FLIGHT;Wait a minute. Step 2. Okay, yeah. Okay, page 14.;GUIDO
60792.4;CAPCOM;Okay.;FLIGHT
60797.4;FLIGHT;Page 14. Okay.;CAPCOM
60801.4;FLIGHT;How about 3, 4, 5, and 6, there? CONTROL? Although they -;CONTROL
60804.4;CONTROL;We don't need it. That's - part of - that's what we're deleting.;FLIGHT
60808.4;FLIGHT;Steps 3, 4, 5, and 6?;CONTROL
60810.4;CONTROL;Right.;FLIGHT
60811.4;LMP;Okay. Also out of that list, Jack, we need the COMMANDER'S THROTTLE set to,THROTTLE and MIN.;CDR
60817.4;FLIGHT;Wait. Wait a minute. We need to do step 2, right, GUIDANCE? Oh, okay. TTCA.;GUIDO
60822.4;GUIDO;Roger, FLIGHT.;FLIGHT
60823.4;CONTROL;That's caught later on, FLIGHT. The TTCA to MIN.;FLIGHT
60824.4;FLIGHT;Well - okay, but do we do it here? If we do it here, let's do it here.;CONTROL
60827.4;CONTROL;Okay, fine.;FLIGHT
60828.4;FLIGHT;Yes, CAPCOM.;CAPCOM
60829.4;CAPCOM;You want steps 2 and 3 on page 14.;FLIGHT
60831.4;FLIGHT;No. Nope. They were discussing the last thing on page 13.;CAPCOM
60835.4;CAPCOM;Oh, okay.;FLIGHT
60836.4;FLIGHT;TTCA both throttle to MIN.;CAPCOM
60838.4;CAPCOM;Okay.;FLIGHT
60839.4;FLIGHT;Right? CONTROL?;CONTROL
60840.4;CAPCOM;Looks like they've got step 3, too.;FLIGHT
60843.4;LMP; Houston, if I recall the launch set of the gimbals, the GDAs are not correct here, and where are we going to get those set for the burn?;CAPCOM
60845.4;CONTROL;FLIGHT, CONTROL.;FLIGHT
60846.4;FLIGHT;Go ahead.;CONTROL
60847.4;CONTROL;Okay - standby -;FLIGHT
60850.4;CONTROL;Affirmative, FLIGHT. He needs to trim the gimbal, not the throttle.;FLIGHT
60854.4;CONTROL;To trim the gimbal, in fact if you want to make it simple, just - you can do,the DAP set, gimbal/throttle test steps 1, 2, and you've got it.;FLIGHT
60858.4;CAPCOM; Stand by one. [Long pause.];LMP
60865.4;FLIGHT;Okay. Do you want to do all of step 1 now, is that what you're saying?;CONTROL
60867.4;CONTROL;That just sets you up for step 2, that's affirm, FLIGHT.;FLIGHT
60869.4;FLIGHT;Okay. CAPCOM, correction. They want to do all of step 1 and step 2.;CAPCOM
60877.4;CAPCOM;Okay. Here's the word on the DAP set, gimbal/throttle test. Let's do step 1 and step 2, and that'll get our gimbal set.;LMP
60879.4;FLIGHT;Is that right, now, CONTROL?;CONTROL
60880.4;CONTROL;That's affirm, FLIGHT.;FLIGHT
60881.4;FLIGHT;GUIDANCE, we're going to do all of step 1 and step 2. Got it?;GUIDO
60882.4;GUIDO;Roger.;FLIGHT
60887.4;CONTROL;Okay. One other comment, FLIGHT. Down in step 5, he de-arms the DPS, okay?;FLIGHT
60892.4;FLIGHT;Yes?;CONTROL
60893.4;CONTROL;He has to do that particular item.;FLIGHT
60894.4;LMP; Roger. [Long pause.];CAPCOM
60895.4;FLIGHT;Okay. Well, we're just getting there, we're going through them one at a time, 1,and 2. Okay? Watch him do step 2, there, GUIDANCE. When he gets to it.;CONTROL
60924.4;LMP;" Okay, Jack, we're going to have to back up on this, if we're going to follow the procedure here, which has us go Mode Control; PGNS, Auto, we're going to have to pull the TCA breakers to keep from firing jets. [Long pause.]";CAPCOM
60941.4;CONTROL;We can just go to PGNS MODE CONTROL to OFF.;FLIGHT
60944.4;FLIGHT;To OFF?;CONTROL
60945.4;CONTROL;Yeah. It'll do the same thing.;FLIGHT
60948.4;CONTROL;He's in MIN IMPULSE now, he shouldn't be firing any jets. Except when he hits,the ACA.;FLIGHT
60954.4;FLIGHT;Okay. Why can't he do it in AUTO? Why is this -;CONTROL
60957.4;CAPCOM;Standby, Fred.;LMP
60958.4;CAPCOM; Stand by, Fred. [Long pause.];LMP
60959.4;CONTROL;Okay. If he goes to AUTO, he goes to an ATTITUDE HOLD mode.;FLIGHT
60962.4;CONTROL;He'll fire jets to go to the attitude. Hold out the attitude he's in right now.,Okay, that's no problem.;FLIGHT
60969.4;FLIGHT;What do you want us to do, CONTROL? What do you want us to do?;CONTROL
60973.4;CAPCOM;You want an OMNI?;CONTROL
60974.4;CONTROL;Standby 1.;FLIGHT
60981.4;FLIGHT;We're still hung up on step 1, near as I can tell.;CAPCOM
60992.4;CAPCOM;Stand by on step 1, Fred. We're getting the word for you. How do you like this SIM? [Pause.];LMP
60998.4;CAPCOM;How do you like this sim?;CDR
61005.4;CONTROL;FLIGHT, from CONTROL.;FLIGHT
61006.4;LMP; It's a beauty. [Long pause.];CAPCOM
61007.4;CDR;It's a beauty.;CAPCOM
61008.4;FLIGHT;Go ahead.;CONTROL
61009.4;CONTROL;Let's go to AUTO per the checklist.;FLIGHT
61010.4;FLIGHT;Per the checklist, CAPCOM.;CAPCOM
61013.4;CAPCOM;Okay. You want them to pull his TCA breakers so that he doesn't get any red,flags - jets firing, that is?;FLIGHT
61019.4;CONTROL;Well, what's the problem with jets firing?;CAPCOM
61023.4;CONTROL;I don't see any problem with it. He's in a 5 degree deadband.;CAPCOM
61027.4;FLIGHT;And the note expects it.;CONTROL
61029.4;CONTROL;Yeah.;FLIGHT
61030.4;FLIGHT;And if he gets them it's okay.;CONTROL
61031.4;CONTROL;Yeah. Just do it per the checklist.;FLIGHT
61032.4;FLIGHT;Okay.;CONTROL
61033.4;CAPCOM; Okay, Aquarius, we recommend you do the DAP set and gimbal/throttle test as per the checklist. Go PGNS Auto and proceed.;CDR
61045.4;CDR;Well, we're going to fire our thrusters as soon as we go to AUTO because we've,got those thrusters in - the thruster circuit breakers. Do you want us to do,that and stop?;CAPCOM
61052.4;FLIGHT;CONTROL?;CONTROL
61053.4;CONTROL;Do that and stop.;FLIGHT
61056.4;CONTROL;Go to AUTO and then stop, we'll take a look at it.;FLIGHT
61058.4;FLIGHT;Go to AUTO and then what?;CONTROL
61059.4;CONTROL;And then stop. That's the question he asked. So he just wants to go to AUTO and,then take a look at it.;FLIGHT
61063.4;FLIGHT;Okay.;CONTROL
61065.4;FLIGHT;And then he gets the thruster firing, and then what?;CONTROL
61067.4;CONTROL;Okay, you see it - watch it settle down, and then - and then we proceed on to,test.;FLIGHT
61071.4;FLIGHT;Alright. That's what you want to do.;CONTROL
61073.4;CONTROL;Roger.;FLIGHT
61074.4;CAPCOM; Okay, Aquarius, we're recommending you go to Auto. Let the thrusters fire and settle down and proceed with the test. [Pause.];CDR
61075.4;FLIGHT;Got it, Jack?;CONTROL
61076.4;CAPCOM;Okay, Aquarius, we're recommending you go to AUTO, let the thrusters fire and,settle down, and proceed with the test.;CDR
61081.4;FLIGHT;Will they stabilize with the docked configuration all right?;CONTROL
61085.4;CONTROL;It should, FLIGHT. We've got the DAP set up for it.;FLIGHT
61088.4;FLIGHT;Okay. Okay, let's watch it.;CONTROL
61090.4;CDR; We're in PGNS Auto.;CAPCOM
61093.4;CAPCOM;"Roger. Your DAP is set, you're in wide deadband; that ought to do the trick.";CDR
61096.4;CONTROL;We've got no firings, FLIGHT.;FLIGHT
61098.4;FLIGHT;Okay.;CONTROL
61099.4;CDR;Roger.;CAPCOM
61101.4;CONTROL;Proceed on the test.;FLIGHT
61102.4;FLIGHT;We're ready to proceed.;CONTROL
61103.4;CAPCOM; Okay, we're looking at it, Aquarius. We're ready to proceed with the test.;LMP
61110.4;LMP;Okay, we're proceeding.;CAPCOM
61121.4;CONTROL;Getting a little thruster activity.;FLIGHT
61124.4;FLIGHT;Y'all, GUIDANCE, down there, FLIGHT.;GUIDO
61126.4;GUIDO;Go.;FLIGHT
61127.4;FLIGHT;You getting that GO, yet?;GUIDO
61129.4;GUIDO;Negative. We haven't received it yet, FLIGHT.;FLIGHT
61130.4;FLIGHT;What's your estimate on it? We need it for the burn.;GUIDO
61133.4;GUIDO;We're getting it right now, FLIGHT.;FLIGHT
61137.4;LMP;Okay, and Houston, you -;CAPCOM
61138.4;CAPCOM;Okay, you watch his loading?;FLIGHT
61139.4;LMP;- you're looking at the weights now. Those are still good, right?;CAPCOM
61142.4;FLIGHT;GUIDANCE?;GUIDO
61143.4;GUIDO;Roger.;FLIGHT
61144.4;FLIGHT;GO.;GUIDO
61145.4;CAPCOM;You're GO on the weights.;LMP
61146.4;CAPCOM; You're Go on the weights.;LMP
61151.4;CAPCOM;Okay, he's loading his gimbal now, let's watch him.;FLIGHT
61154.4;FLIGHT;Okay, watch the gimbal trim there.;CAPCOM
61157.4;CONTROL;Roger.;FLIGHT
61169.4;FDO;FLIGHT, FDO.;FLIGHT
61170.4;FLIGHT;Go ahead.;FDO
61171.4;FDO;Closest approach will be 136.5.;FLIGHT
61173.4;FLIGHT;Thank you.;FDO
61186.4;CONTROL;FLIGHT, CONTROL.;FLIGHT
61187.4;FLIGHT;Go.;CONTROL
61188.4;CONTROL;He needs to - on step 2, there, when he loads VERB 48 NOUN 46, the DAP load,32021, that was not correct on the DAP. He's got our old DAP mode in right now,,he didn't put that in.;FLIGHT
61198.4;FLIGHT;What do you want us to do?;CONTROL
61199.4;CONTROL;He should go per the checklist, 32021.;FLIGHT
61202.4;FLIGHT;What - okay, where is that?;CONTROL
61204.4;CONTROL;Step 2, second line.;FLIGHT
61205.4;FLIGHT;Okay.;CONTROL
61206.4;CONTROL;Page 14.;FLIGHT
61207.4;FLIGHT;CAPCOM, you got that?;CONTROL
61210.4;CAPCOM;Aquarius, Houston. We'd like you to recycle on the DAP load and change your DAP,to 32021. Over.;LMP
61218.4;CONTROL;Per the book.;FLIGHT
61223.4;CONTROL;He can do that after he gets through the test, no problem.;FLIGHT
61226.4;FLIGHT;Well, okay, but it's there for some reason.;CONTROL
61233.4;FLIGHT;FAO, how are we doing on time?;FAO
61235.4;FAO;FLIGHT, we are sitting alright. The only other thing we've got left is the DPS,press. And -;FLIGHT
61243.4;FLIGHT;And then we go into the 6 minute?;FAO
61245.4;FAO;That's right.;FLIGHT
61246.4;FLIGHT;Alright.;FAO
61248.4;FLIGHT;Keep - keep track of us, here. Spencer, about -;FAO
61250.4;CAPCOM;Okay, you ready for the gimbal?;CONTROL
61251.4;FAO;Okay.;FLIGHT
61252.4;CONTROL;Ready.;CAPCOM
61253.4;FLIGHT;Ready for the gimbal.;CAPCOM
61254.4;CONTROL;Right.;CAPCOM
61259.4;CONTROL;Got DPS arm.;CAPCOM
61261.4;CONTROL;And we're driving.;CAPCOM
61265.4;CAPCOM;Okay, and one other point that's brought out here, we've got a 4-jet ullage,loaded in the DAP, and we've got 2 in the PAD.;CONTROL
61273.4;FLIGHT;CONTROL?;CONTROL
61274.4;CONTROL;That's right, FLIGHT.;FLIGHT
61275.4;FLIGHT;What do you want us to do?;CONTROL
61277.4;CONTROL;Standby on that.;FLIGHT
61291.4;CONTROL;Okay, to get - to make it agree with the PAD, the DAP load would be changed to,be 31021.;FLIGHT
61296.4;FLIGHT;Well. Do you want to - why don't we just leave it the way it is?;CONTROL
61300.4;CONTROL;As far as I'm concerned we can leave it the way it is. If that's fine with FDO.;FLIGHT
61301.4;FLIGHT;RETRO, FDO, you copy that?;RETRO
61303.4;RETRO;Say again, FLIGHT?;FLIGHT
61304.4;FLIGHT;You copy that? We're going to do a 4-jet. That's what we've got loaded. That,alright with you?;RETRO
61308.4;RETRO;Roger.;FLIGHT
61310.4;FDO;Go with the way it is, then, FLIGHT.;FLIGHT
61311.4;FLIGHT;Yeah. CAPCOM, mention that to him so he doesn't think of it later and get,confused. We're going with the 4-jet, vice the 2-jet on the PAD.;FDO
61319.4;CAPCOM;Okay. Are we seeing his gimbal go where it's supposed to?;CONTROL
61321.4;CONTROL;Yes. It's over against the stop and coming back now.;CAPCOM
61324.4;FLIGHT;Still on our way.;CAPCOM
61325.4;CAPCOM;Okay.;CONTROL
61330.4;CAPCOM;Okay, Aquarius. We're looking at your gimbal and we notice that we've got a,4-jet ullage loaded in the DAP and we gave you 2 jets on the PAD. But let's go,with what we've got loaded. It'll be a 4-jet ullage.;LMP
61343.4;LMP;Okay.;CAPCOM
61357.4;CONTROL;We're GO on the trim.;CAPCOM
61363.4;CONTROL;FLIGHT, CONTROL.;FLIGHT
61364.4;LMP; Okay, Houston. How does the GDAs look now?;CAPCOM
61365.4;FLIGHT;Go ahead.;CONTROL
61366.4;LMP;Okay, Houston. How does the GDAs look now?;CAPCOM
61367.4;CONTROL;Trim looks okay.;FLIGHT
61368.4;FLIGHT;Okay.;CONTROL
61369.4;FLIGHT;Looks good.;CONTROL
61370.4;CAPCOM;The GDAs are GO as they are. Press on.;LMP
61387.4;CAPCOM;What numbers did we actually read out?;FLIGHT
61390.4;FLIGHT;How close were they?;CONTROL
61391.4;CONTROL;We're within about 0.3. We're - plenty close.;FLIGHT
61394.4;CDR;Okay, Houston. We're going to do the DPS pressurization and checkout.;CAPCOM
61396.4;CONTROL;Roger. We're ready.;FLIGHT
61397.4;FLIGHT;The what? Wait a minute, didn't you want the engine arm off?;CONTROL
61400.4;CAPCOM;Standby 1.;CDR
61401.4;CAPCOM; Stand by one. [Long pause.];CDR
61402.4;CONTROL;It is off.;FLIGHT
61403.4;FLIGHT;Okay. Everything else is okay? Steps 3, 4, 5, and 6?;CONTROL
61406.4;CONTROL;From what I can see, it is.;FLIGHT
61410.4;CAPCOM;Alright. You're ready for pressurization -;FLIGHT
61411.4;FLIGHT;You don't have any question about that, then, do you? CONTROL?;CONTROL
61413.4;CONTROL;No. Looks fine.;FLIGHT
61414.4;FLIGHT;Alright. Yeah, we're ready.;CAPCOM
61419.4;CAPCOM;Okay, your gimbals are within 0.3 and we're ready for the DPS pressurization,and checkout.;LMP
61420.4;FLIGHT;Are we coming up on another OMNI?;CONTROL
61455.4;CONTROL;Pressurized, FLIGHT.;FLIGHT
61457.4;FLIGHT;Okay. Keep your eye on it, okay?;CONTROL
61464.4;CONTROL;Looks good.;FLIGHT
61466.4;FLIGHT;Okay.;CONTROL
61477.4;LMP;Okay, Houston, do you want to follow up on page 15 with RCS checkout? In essence, we've kind of already done that.;CAPCOM
61484.4;CONTROL;Delete that, FLIGHT.;FLIGHT
61485.4;FLIGHT;Delete all of it?;CONTROL
61486.4;CONTROL;Affirmative.;FLIGHT
61490.4;FLIGHT;Yeah. We delete it all, CAPCOM.;CAPCOM
61491.4;CAPCOM;You're right, Aquarius. Let's delete the RCS checkout.;LMP
61495.4;CAPCOM;How's the DPS look?;CONTROL
61496.4;CONTROL;Looks fine.;CAPCOM
61497.4;CAPCOM;And the DPS looks GO.;LMP
61510.4;FLIGHT;Okay, everybody. We are holding at about the 6 minute point in the checklist.;ALL
61514.4;CAPCOM;Okay, at the bottom of page 15, we've got a new DAP. We've got 31021. You want,that in there?;FLIGHT
61519.4;CONTROL;That's what put us in a 2-jet boot, FLIGHT. That will put us in 2-jet system,boot for the ullage.;FLIGHT
61523.4;FLIGHT;Okay. But -;CONTROL
61526.4;CONTROL;Just leave it alone.;FLIGHT
61527.4;FLIGHT;Yeah. We'll leave it where it is, Jack.;CONTROL
61528.4;CONTROL;Roger.;FLIGHT
61529.4;FLIGHT;We told him 4 jets, that's what he's got.;CONTROL
61531.4;CAPCOM;Roger.;FLIGHT
61532.4;FLIGHT;And we - we - has he passed page 15?;AFD
61534.4;AFD;Yeah. He's right here -;FLIGHT
61535.4;FLIGHT;He's on 16 now, right? Yeah, he's into it. GUIDANCE, FLIGHT -;GUIDO
61539.4;GUIDO;Go, FLIGHT.;FLIGHT
61540.4;FLIGHT;- I'm waiting for that GO.;GUIDO
61541.4;GUIDO;We watched his P30 here, it looks good.;FLIGHT
61543.4;FLIGHT;Yeah, I know. But have you got somebody talking to MIT?;GUIDO
61545.4;GUIDO;They're still talking to them, haven't got an estimate yet.;FLIGHT
61548.4;FLIGHT;Well, we have 15 minutes to the burn.;GUIDO
61551.4;FLIGHT;CONTROL, FLIGHT.;CONTROL
61552.4;CONTROL;Go.;FLIGHT
61553.4;FLIGHT;How do I do this burn if I get a NO GO on - DAP control?;CONTROL
61557.4;CONTROL;Okay, standby 1, I'll give you a rundown on that, FLIGHT, put my thoughts,together.;FLIGHT
61561.4;FLIGHT;Yeah.;CONTROL
61562.4;GUIDO;FLIGHT, GUIDANCE.;FLIGHT
61563.4;FLIGHT;Go.;GUIDO
61564.4;GUIDO;I'd recommend going ahead and doing this burn if we don't hear from MIT. They,feel it'll work, without the run.;FLIGHT
61576.4;GUIDO;Everybody feels that it will work.;FLIGHT
61580.4;FLIGHT;Okay, well what do we do during it if it looks funny, is my question?;GUIDO
